id,nombre,e1_entrada_ppal,e2_itinerarios_accesibles,e3_zonas_atencion_publico,e4_servicios_higienicos,e5_elementos_accesibles,accesibilidad_total,lat,lon,direccion,barrio,ciudad,codigo_postal,tipo_lugar
331,ies jaime ii,0.0,0.0,0.0,0.0,0.0,2.0,38.3622816,-0.470554,carrer del doctor cristobal pardo / calle doctor cristobal pardo,el garbinet,alacant / alicante,3015.0,bus_stop
332,igualdad,1.0,0.0,0.0,0.0,0.0,1.0,38.6446586,0.0424688000000015,carrer de la llibertat,la manzanera,calp,03710,house
333,indian house,0.0,0.0,0.0,0.0,0.0,4.0,38.3419112,-0.4874218,avinguda del doctor gadea / avenida doctor gadea,nostra senyora de gracia,alacant / alicante,3001.0,restaurant
334,instituto bernabeu,0.0,0.0,0.0,0.0,0.0,4.0,38.3653157,-0.4577547,carrer de fernando alfaya / calle fernando alfaya,vistahermosa,alacant / alicante,3016.0,clinic
335,joyeria marga mira,0.0,0.0,0.0,0.0,0.0,4.0,38.3443873,-0.4918548,carrer del general lacy / calle general lacy,nostra senyora de gracia,alacant / alicante,3003.0,jewelry
336,juan garcia ortiz,0.0,0.0,0.0,0.0,0.0,4.0,38.3588079,-0.4727597,avinguda padre espla / avenida padre espla,el pla del bon repos,alacant / alicante,3015.0,pharmacy
337,kfc,0.0,0.0,0.0,0.0,0.0,4.0,38.3712826,-0.4572116,calle vistahermosa provisional 10,vistahermosa norte,alacant / alicante,3016.0,fast_food
338,kontiki alicante-tabarca,0.0,0.0,0.0,0.0,0.0,3.0,38.3420311,-0.485014,passeig de l'almirall julio guillen tato / paseo del almirante julio guillen tato,raval de sant francesc,alacant / alicante,3002.0,ticket
339,la abadia,0.0,0.0,0.0,0.0,0.0,2.0,38.3622491,-0.4894648,carrer de martin luther king / calle martin luther king,altossano,alacant / alicante,3010.0,pub
340,la barraca,0.0,0.0,0.0,0.0,0.0,2.0,38.5655963,-0.1672852,desconocido,desconocido,desconocido,3509.0,residential
341,la cocina del buen comer,0.0,0.0,0.0,0.0,0.0,4.0,38.3418532,-0.4891067,carrer d'alemania / calle alemania,nostra senyora de gracia,alacant / alicante,3003.0,restaurant
342,la expo antigua escuela infantil,1.0,0.0,1.0,0.0,0.0,1.0,38.114405,-0.718345999999997,menendez pelayo,desconocido,desconocido,03078,house
343,la florida,0.0,0.0,0.0,0.0,0.0,3.0,38.3416548,-0.5139434,carrer d'artur / calle arturo,la florida baixa,alacant / alicante,3007.0,pharmacy
344,la isleta,0.0,0.0,0.0,0.0,0.0,4.0,38.3628861,-0.4470381,avinguda de la condomina / avenida de la condomina,albufereta,alacant / alicante,3016.0,tram_stop
345,la lonja,0.0,0.0,0.0,0.0,0.0,4.0,38.349374,-0.4867714,carrer capitan segarra / calle capitan segarra,nostra senyora de gracia,alacant / alicante,3004.0,restaurant
346,la masa de tomasa,0.0,0.0,0.0,2.0,0.0,4.0,38.3478149,-0.4845617,avinguda alfons el savi / avenida alfonso el sabio,nostra senyora de gracia,alacant / alicante,3202.0,bakery
347,la olivera,0.0,0.0,0.0,0.0,0.0,4.0,38.3579082,-0.4747783,avinguda padre espla / avenida padre espla,el pla del bon repos,alacant / alicante,3013.0,bus_stop
348,las piramides,0.0,0.0,0.0,0.0,0.0,4.0,38.3591127,-0.4821192,carrer de guardamar / calle guardamar,les carolines altes,alacant / alicante,3012.0,restaurant
349,lavanderia autoservicio flor de len,0.0,0.0,0.0,0.0,0.0,4.0,38.3433554,-0.5141718,carrer d'ana navarro / calle ana navarro,la florida baixa,alacant / alicante,3007.0,laundry
350,livanti gelato di sicilia,0.0,0.0,0.0,0.0,0.0,2.0,38.3451096,-0.4826072,carrer de munoz / calle munoz,centre historic,alacant / alicante,3002.0,ice_cream
351,local exposciones (anexo teatro),1.0,0.0,1.0,1.0,0.0,1.0,38.71583,-0.6573289999999998,carrer felip v,desconocido,desconocido,03450,residential
352,locales de partidos politicos asistenta social adl y,1.0,0.0,1.0,1.0,0.0,1.0,38.716391000000016,-0.6570610000000044,placa de la malva,desconocido,desconocido,03450,service
353,los hermanos,0.0,0.0,0.0,0.0,0.0,2.0,38.3410613,-0.5148617,carrer de lliber / calle lliber,la florida baixa,alacant / alicante,3007.0,cafe
354,luceros,0.0,0.0,0.0,0.0,0.0,4.0,38.3459859,-0.4905968,placa dels estels / plaza de los luceros,nostra senyora de gracia,alacant / alicante,3003.0,tram_stop
355,maldita gloria!,0.0,0.0,0.0,0.0,0.0,3.0,38.348186,-0.4883157,carrer del poeta quintana / calle poeta quintana,nostra senyora de gracia,alacant / alicante,3001.0,cafe
356,marel mujer,0.0,0.0,0.0,0.0,0.0,4.0,38.3450531,-0.4887736,carrer del teatre / calle del teatro,nostra senyora de gracia,alacant / alicante,3001.0,clothes
357,marq-castillo,0.0,0.0,0.0,0.0,0.0,4.0,38.3519992,-0.4764427,avinguda de vazquez de mella / avenida vazquez de mella,sant antoni,alacant / alicante,3013.0,subway_entrance
358,maya,0.0,0.0,0.0,0.0,0.0,4.0,38.3518506,-0.4747021,carrer del canonge manuel penalva / calle canonigo manuel penalva,sangueta,alacant / alicante,3002.0,hotel
359,mercado,0.0,0.0,0.0,2.0,0.0,4.0,38.3483516,-0.4847737,carrer de sant vicent / calle san vicente,sant antoni,alacant / alicante,3004.0,subway_entrance
360,mercado-el sabio,0.0,0.0,0.0,0.0,0.0,4.0,38.3472844,-0.4869425,avinguda alfons el savi / avenida alfonso el sabio,nostra senyora de gracia,alacant / alicante,3001.0,bus_stop
361,mercadona,0.0,0.0,0.0,0.0,0.0,4.0,38.3617135,-0.4802513,carrer de rodrigo caro / calle rodrigo caro,les carolines altes,alacant / alicante,3012.0,supermarket
362,mg electricidad,0.0,0.0,0.0,0.0,0.0,4.0,38.3634421,-0.4935631,carrer de jose reus garcia / calle jose reus garcia,els angels,alacant / alicante,3010.0,electrician
363,mileljos,0.0,0.0,0.0,2.0,0.0,4.0,38.3416311,-0.4923839,carrer dels reis catolics / calle reyes catolicos,nostra senyora de gracia,alacant / alicante,3003.0,fast_food
364,mirador del castillo,0.0,0.0,0.0,0.0,0.0,4.0,38.3481957,-0.4795226,tunel de acceso ascensor al castillo de santa barbara,sant antoni,alacant / alicante,3002.0,viewpoint
365,misericordia,0.0,0.0,0.0,0.0,0.0,4.0,38.3520973,-0.4835943,placa de l'hospital vell de san anton / plaza del hospital viejo san anton,sant antoni,alacant / alicante,3004.0,bus_stop
366,moeve,0.0,0.0,0.0,0.0,0.0,4.0,38.3856792,-0.4498206,avinguda de denia / avenida de denia,orgegia,alacant / alicante,3559.0,fuel
367,museo,1.0,0.0,1.0,0.0,0.0,1.0,38.77192120000004,-0.4251615999999937,carrer xopada,desconocido,desconocido,03829,residential
368,museo arqueologico,1.0,0.0,0.0,0.0,0.0,1.0,38.64458569999996,0.0445615999999958,placa de la villa,la manzanera,calp,03710,yes
369,museo arqueologico torre font bona,1.0,0.0,1.0,1.0,0.0,1.0,38.72081600000003,-0.6573300000000002,carrer font bona,desconocido,desconocido,03450,residential
370,museo de alfareria,0.0,0.0,0.0,0.0,0.0,0.0,38.44142100000002,-0.6402649999999994,carrer monforte,desconocido,desconocido,03698,residential
371,museo de la espardenya (villa rosario),1.0,0.0,0.0,1.0,0.0,1.0,38.722473999999984,-0.6548340000000006,passeig font del cavaller,la mallaeta,desconocido,03450,pedestrian
372,museo de la farmacia (villa rosario),1.0,0.0,0.0,0.0,0.0,1.0,38.72140000000004,-0.6558190000000035,carrer del llavadoret,desconocido,desconocido,03450,information
373,museo de la munyeca,1.0,0.0,0.0,0.0,0.0,1.0,38.62863700000001,-0.6742249999999959,avenida de la paz,desconocido,onil,03430,museum
374,museo de la senyoreta,0.0,1.0,0.0,0.0,0.0,1.0,38.64406089999997,0.0439118999999927,santisimo cristo,la manzanera,calp,03710,museum
375,museo del coco,1.0,1.0,1.0,0.0,0.0,1.0,38.6553226,0.0491849999999966,desconocido,san bernardo,calp,03710,unclassified
376,museo etnografico,0.0,0.0,1.0,0.0,0.0,0.0,38.69843499999999,-0.76814,cami del camp de mirra,desconocido,desconocido,03409,residential
377,museo etnologico,0.0,0.0,1.0,0.0,0.0,0.0,38.56695499999997,-0.214894000000002,desconocido,desconocido,desconocido,desconocido,residential
378,museo navarro/ sala de exposiciones temporales,0.0,0.0,1.0,1.0,0.0,1.0,38.698395000000005,-0.7682110000000024,cami del camp de mirra,desconocido,desconocido,03409,residential
379,museo torreo de la pea,1.0,0.0,0.0,1.0,0.0,1.0,38.64482160000001,0.0446506000000026,placa de la villa,la manzanera,calp,03710,yes
380,museo villa romana y otras dependencias,0.0,0.0,0.0,0.0,0.0,0.0,38.57380799999999,-0.0663190000000003,bulevard dels musics,pla parcial platja,desconocido,03581,archaeological_site
381,musico jose torregrosa 2,0.0,0.0,0.0,0.0,0.0,4.0,38.3867133,-0.4910545,carrer del music jose torregrosa / calle musico jose torregrosa,el palamo,alacant / alicante,3112.0,house
382,mussa beauty salon,0.0,0.0,0.0,0.0,0.0,4.0,38.3668814,-0.4262453,avinguda de l'historiador vicente ramos / avenida del historiador vicente ramos,albufereta,alacant / alicante,3540.0,beauty
383,nacara,0.0,0.0,0.0,0.0,0.0,4.0,38.3665208,-0.4290554,avinguda de l'historiador vicente ramos / avenida del historiador vicente ramos,albufereta,alacant / alicante,3540.0,cafe
384,nh,0.0,0.0,0.0,0.0,0.0,4.0,38.3364538,-0.50713,carrer del club de futbol hercules / calle club de futbol hercules,la florida baixa,alacant / alicante,3007.0,hotel
385,nostrum,0.0,0.0,0.0,0.0,0.0,4.0,38.3443064,-0.4890458,avinguda de federico soto / avenida de federico soto,nostra senyora de gracia,alacant / alicante,3001.0,house
386,nueva escuela musica y auditorio,0.0,0.0,0.0,0.0,1.0,0.0,38.028843000000016,-0.7436739999999992,calle virgen de loreto,barrio de los miras,desconocido,03187,house
387,nuevas dependencias de la casa consistorial (ayuntamie,0.0,0.0,0.0,0.0,0.0,0.0,38.57957100000005,-0.1017262999999999,carrer de les escoles,desconocido,desconocido,03580,tertiary
388,"nuevo colegio ""perpetuo socorro""",0.0,0.0,0.0,0.0,0.0,0.0,38.340176000000014,-0.7650170000000005,calle maestro alcolea,desconocido,aspe,03680,school
389,oakberry asai,0.0,0.0,0.0,0.0,0.0,4.0,38.344732,-0.4821205,carrer de rafael altamira / calle rafael altamira,centre historic,alacant / alicante,3001.0,ice_cream
390,oficinas generales,0.0,0.0,0.0,0.0,0.0,0.0,38.539343,-0.5069320000000046,carrer d'alcoi,barri de segorb,desconocido,03100,townhall
391,once,0.0,0.0,0.0,0.0,0.0,4.0,38.3637914,-0.4845753,carrer del mestre alonso / calle maestro alonso,les carolines altes,alacant / alicante,3012.0,lottery
392,optica nueva vision,0.0,0.0,0.0,0.0,0.0,4.0,38.3511071,-0.4854794,carrer del pare mariana / calle padre mariana,raval de sant antoni,alacant / alicante,3004.0,optician
393,orosia silvestre guarderia infantil,0.0,0.0,1.0,0.0,0.0,0.0,38.71400500000003,-0.6604669999999949,carrer de biar,desconocido,desconocido,03450,residential
394,padre espla-vidal,0.0,0.0,0.0,0.0,0.0,4.0,38.3562851,-0.4782265,avinguda padre espla / avenida padre espla,les carolines baixes,alacant / alicante,3013.0,bus_stop
395,palau altea,0.0,1.0,0.0,0.0,1.0,1.0,38.59936330000004,-0.0581819999999923,carrer santa teresa,desconocido,altea,03590,university
396,palmeretes,0.0,0.0,0.0,0.0,0.0,4.0,38.3553339,-0.4824524,carrer del poeta zorrilla / calle poeta zorrilla,les carolines baixes,alacant / alicante,3012.0,bus_stop
397,palmitas,0.0,0.0,0.0,4.0,0.0,4.0,38.3441689,-0.4815666,passeig de l'esplanada d'espanya / paseo de la explanada de espana,centre historic,alacant / alicante,3001.0,restaurant
398,panaderia bravo bolleria,0.0,0.0,0.0,0.0,0.0,4.0,38.3437017,-0.5110716,carrer d'asturies / calle asturias,la florida baixa,alacant / alicante,3007.0,bakery
399,parque del mar,0.0,0.0,0.0,0.0,0.0,4.0,38.3325707,-0.5061936,avinguda d'elx / avenida de elche,el palmeral,alacant / alicante,3007.0,bus_stop
400,parque del mar / parc de la mar,0.0,0.0,0.0,0.0,0.0,4.0,38.3347577,-0.4998531,desconocido,division azul,alacant / alicante,3007.0,residential
401,parque el palmeral,0.0,0.0,0.0,0.0,0.0,2.0,38.3194069,-0.5140261,avinguda d'elx / avenida de elche,desconocido,alacant / alicante,3007.0,bus_stop
402,pasarela acceso playa,0.0,0.0,0.0,0.0,0.0,4.0,38.3470854,-0.4761224,carrer de jovellanos / calle jovellanos,sant roc,alacant / alicante,3002.0,primary
403,passatge poeta bartrina / pasaje poeta bartrina,0.0,0.0,0.0,0.0,0.0,4.0,38.3742734,-0.4827015,passatge poeta bartrina / pasaje poeta bartrina,joan xxiii,alacant / alicante,3014.0,footway
404,passeig de l'escriptor joan fuster / paseo del escritor joan fuster,0.0,0.0,0.0,0.0,0.0,4.0,38.3318946,-0.5072735,avinguda d'elx / avenida de elche,el palmeral,alacant / alicante,3007.0,yes
405,passeig de l'esplanada d'espanya / paseo de la explanada de espanya,0.0,0.0,0.0,0.0,0.0,4.0,38.3432153,-0.4832701,passeig de l'esplanada d'espanya / paseo de la explanada de espana,raval de sant francesc,alacant / alicante,3001.0,footway
406,pc box,0.0,0.0,0.0,0.0,0.0,4.0,38.34494,-0.4886938,carrer del teatre / calle del teatro,nostra senyora de gracia,alacant / alicante,3001.0,computer
407,pepco,0.0,0.0,0.0,0.0,0.0,4.0,38.3748159,-0.5059183,carrer de benidoleig / calle benidoleig,la divina pastora,alacant / alicante,3011.0,clothes
408,pintor amoros,0.0,0.0,0.0,0.0,0.0,3.0,38.3706336,-0.4715152,carrer del pintor antonio amoros / calle pintor antonio amoros,ciutat elegida,alacant / alicante,3015.0,bus_stop
409,pintor gaston castello,0.0,0.0,0.0,0.0,0.0,4.0,38.3739213,-0.4871507,avinguda del pintor gaston castello / avenida del pintor gaston castello,colonia requena,alacant / alicante,3112.0,tram_stop
410,pio xii,0.0,0.0,0.0,0.0,0.0,4.0,38.355832,-0.4799831,carrer de sant mateu / calle san mateo,les carolines baixes,alacant / alicante,3013.0,bus_stop
411,piscina climatizada,0.0,0.0,0.0,0.0,0.0,4.0,38.3610735,-0.4243518,carrer de l'arpo / calle arpon,entreplatges,alacant / alicante,3540.0,sports_centre
412,piso sdad musical sta ma magdalena,0.0,0.0,1.0,0.0,0.0,0.0,38.385832,-0.7651380000000026,plaza de espana,desconocido,novelda,03660,residential
413,pizzeria popeye,0.0,0.0,0.0,0.0,0.0,4.0,38.37011,-0.4144491,avinguda de santander / avenida de santander,la platja de sant joan,alacant / alicante,3540.0,restaurant
414,plasa d'argel / plaza de argel,0.0,0.0,0.0,0.0,0.0,4.0,38.3743081,-0.4915204,carrer de valle inclan / calle valle inclan,verge del remei,alacant / alicante,3112.0,bandstand
415,plasa d'ora / plaza de oran,0.0,0.0,0.0,0.0,0.0,4.0,38.3721156,-0.4851688,placa d'ora / plaza de oran,mare de deu del carme,alacant / alicante,3112.0,house
416,plasa de conchi rodriguez vicaria / plaza conchi rodriguez vicaria,0.0,0.0,0.0,0.0,0.0,4.0,38.375737,-0.4956985,carrer del clot / calle clot,el clot,alacant / alicante,3011.0,bench
417,plasa de l'arquitecte miguel lopez / plaza del arquitecto miguel lopez,0.0,0.0,0.0,0.0,0.0,4.0,38.3380061,-0.4930059,placa de l'arquitecte miguel lopez / plaza del arquitecto miguel lopez,raval de sant francesc,alacant / alicante,3003.0,fountain
418,plasa de l'esportista andres munyoz / plaza del deportista andres munyoz,0.0,0.0,0.0,0.0,0.0,4.0,38.3384951,-0.4926727,placa de l'esportista andres munoz / plaza del deportista andres munoz,raval de sant francesc,alacant / alicante,3003.0,playground
419,plasa de la creu / plaza de la cruz,0.0,0.0,0.0,0.0,0.0,4.0,38.376449,-0.4880233,placa de la creu / plaza de la cruz,verge del remei,alacant / alicante,3112.0,footway
420,plasa de la cruz / plaza de la cruz,0.0,0.0,0.0,0.0,0.0,4.0,38.3758794,-0.4893682,placa de la cruz / plaza de la cruz,colonia requena,alacant / alicante,3112.0,footway
421,plasa de les escoles / plaza de las escuelas,0.0,0.0,0.0,0.0,0.0,4.0,38.3758024,-0.4925542,placa de les escoles / plaza de las escuelas,verge del remei,alacant / alicante,3112.0,footway
422,plasa del doctor gascunyana hernando / plaza del doctor gascunyana hernando,0.0,0.0,0.0,0.0,0.0,4.0,38.3750713,-0.4882798,placa del doctor gascunana hernando / plaza del doctor gascunana hernando,verge del remei,alacant / alicante,3112.0,footway
423,plasa del papa joan pau ii / plaza del papa juan pablo ii,0.0,0.0,0.0,0.0,0.0,4.0,38.3534913,-0.5117808,placa del papa joan pau ii / plaza del papa juan pablo ii,joan pau ii / juan pablo ii,alacant / alicante,3006.0,residential
424,plasa del poble gitano / plaza del pueblo gitano,0.0,0.0,0.0,0.0,0.0,2.0,38.3583524,-0.4907421,carrer alferez diaz sanchis / calle alferez diaz sanchis,campoamor,alacant / alicante,3004.0,steps
425,plasa dels estels / plaza de los luceros,0.0,0.0,0.0,0.0,0.0,3.0,38.3460049,-0.490678,placa dels estels / plaza de los luceros,nostra senyora de gracia,alacant / alicante,3003.0,station
426,platja d'aigua amarga,0.0,0.0,0.0,0.0,0.0,3.0,38.299863,-0.5189107,passeig del music ignacio juan barcelo / paseo musico ignacio juan barcelo,desconocido,alacant / alicante,3008.0,biergarten
427,plaza castalla,0.0,0.0,0.0,0.0,0.0,2.0,38.3696222,-0.4711409,placa de castalla / plaza de castalla,ciutat elegida,alacant / alicante,3015.0,bus_stop
428,plaza de espanya 4,0.0,0.0,0.0,0.0,0.0,3.0,38.3516599,-0.4853625,placa d'espanya / plaza de espana,raval de sant antoni,alacant / alicante,3004.0,bus_stop
429,plaza de espanya-panteon de quijano,0.0,0.0,0.0,0.0,0.0,3.0,38.3514,-0.4847416,placa d'espanya / plaza de espana,sant antoni,alacant / alicante,3004.0,bus_stop
430,plenergy,0.0,0.0,0.0,0.0,0.0,4.0,38.3714114,-0.4577111,calle vistahermosa provisional 10,vistahermosa norte,alacant / alicante,3016.0,charging_station
431,policia local,0.0,0.0,0.0,0.0,0.0,4.0,38.3645207,-0.4100177,avinguda de napols / avenida de napoles,desconocido,alacant / alicante,3540.0,police
432,polideportivo justo hidalgo ruiz,0.0,0.0,0.0,0.0,0.0,4.0,38.3691401,-0.4829114,carrer del diputat joaquin galant ruiz / calle diputado joaquin galant ruiz,mare de deu del carme,alacant / alicante,3112.0,house
433,polideportivo municipal,0.0,0.0,0.0,0.0,1.0,0.0,38.596084499999975,-0.6674609000000045,tinent general don vicente ripoll vals,desconocido,castalla,03430,residential
434,polideportivo municipal - casa conserje + biblio+pisci,0.0,0.0,1.0,0.0,1.0,0.0,38.38454600000003,-0.7564230000000008,avenida compositor vicente diez clemente,desconocido,novelda,03660,sports_centre
435,polideportivo municipal stadium,0.0,0.0,0.0,0.0,0.0,3.0,38.3611393,-0.4245176,carrer del trident / calle tridente,entreplatges,alacant / alicante,3540.0,fitness_centre
436,primark,0.0,0.0,0.0,0.0,0.0,4.0,38.3672564,-0.4696366,carrer de jose garcia selles / calle jose garcia selles,el garbinet,alacant / alicante,3015.0,clothes
437,punto roma,0.0,0.0,0.0,0.0,0.0,4.0,38.3434217,-0.4892289,avenida de maisonnave / avinguda de maisonnave,nostra senyora de gracia,alacant / alicante,3003.0,clothes
438,r. altamira,0.0,0.0,0.0,0.0,0.0,4.0,38.3443553,-0.4828569,carrer de rafael altamira / calle rafael altamira,centre historic,alacant / alicante,3001.0,bus_stop
439,radiologia,0.0,0.0,0.0,0.0,0.0,4.0,38.3523711,-0.4757895,carrer de celia valls / calle celia valls,sant roc,alacant / alicante,3013.0,emergency_ward_entrance
440,radioterapia,0.0,0.0,0.0,0.0,0.0,4.0,38.3524669,-0.4762525,carrer de celia valls / calle celia valls,sant roc,alacant / alicante,3013.0,emergency_ward_entrance
441,rambla mendez nunyez 4-6,0.0,0.0,0.0,0.0,0.0,4.0,38.3441059,-0.4830176,la rambla / la rambla,raval de sant francesc,alacant / alicante,3001.0,bus_stop
442,rambla-portal de elche,0.0,0.0,0.0,0.0,0.0,4.0,38.3446147,-0.4834853,la rambla / la rambla,raval de sant francesc,alacant / alicante,3001.0,bus_stop
443,rambla-san jose,0.0,0.0,0.0,0.0,0.0,4.0,38.3451765,-0.4836064,la rambla / la rambla,raval de sant francesc,alacant / alicante,3001.0,bus_stop
444,refugio guerra civil seneca,0.0,0.0,0.0,0.0,0.0,2.0,38.3413023,-0.490676,carrer del pintor lorenzo casanova / calle pintor lorenzo casanova,nostra senyora de gracia,alacant / alicante,3003.0,attraction
445,representantes,0.0,0.0,0.0,0.0,0.0,4.0,38.3523192,-0.4862858,avinguda de l'alcalde alfonso de rojas / avenida del alcalde alfonso de rojas,raval de sant antoni,alacant / alicante,3004.0,bus_stop
446,residencia 3a edad,0.0,0.0,1.0,0.0,1.0,0.0,38.75657320000002,-0.2747351000000044,carrer nou,desconocido,desconocido,03813,house
447,residencia tercera edad,0.0,0.0,0.0,0.0,0.0,0.0,38.156066999999965,-0.8031450000000024,calle vicente blasco ibanez,desconocido,desconocido,03158,social_facility
448,restaurante darsena,0.0,0.0,0.0,0.0,0.0,4.0,38.338395,-0.4869017,avinguda de perfecto palacio de la fuente / avenida perfecto palacio de la fuente,raval de sant francesc,alacant / alicante,3003.0,restaurant
449,restaurante goyo,0.0,0.0,0.0,0.0,0.0,3.0,38.34005,-0.4900517,carrer de l'arquebisbe loaces / calle arzobispo loaces,raval de sant francesc,alacant / alicante,3003.0,restaurant
450,restaurante tailandes sabatika,0.0,0.0,0.0,0.0,0.0,4.0,38.3663084,-0.4304591,avinguda de l'historiador vicente ramos / avenida del historiador vicente ramos,albufereta,alacant / alicante,3540.0,restaurant
451,sabor marva,0.0,0.0,0.0,0.0,0.0,2.0,38.3482892,-0.4926235,carrer del mestre marques / calle maestro marques,nostra senyora de gracia,alacant / alicante,3003.0,cafe
452,sala actividades la cala,0.0,0.0,1.0,1.0,0.0,1.0,38.52952400000005,-0.1666589999999994,avinguda marina baixa,la cala de finestrat,desconocido,03509,bus_stop
453,sala multiusos en pamis,0.0,0.0,1.0,0.0,0.0,0.0,38.81810899999996,0.0095629999999945,cv-7260,desconocido,desconocido,03778,tertiary
454,san gabriel-cercanias,0.0,0.0,0.0,0.0,0.0,4.0,38.3290672,-0.5091648,avinguda d'elx / avenida de elche,el palmeral,alacant / alicante,3007.0,bus_stop
455,santa faz,0.0,0.0,0.0,0.0,0.0,4.0,38.3446548,-0.4830219,carrer major / calle mayor,centre historic,alacant / alicante,3001.0,cafe
456,senda del poeta,0.0,0.0,0.0,0.0,0.0,2.0,38.3486495,-0.5783577,senda del poeta,el pla de la vallonga,alacant / alicante,3114.0,path
457,sergio cardell,0.0,0.0,0.0,0.0,0.0,4.0,38.3647338,-0.4323103,glorieta de l'esportista sergio cardell / glorieta del deportista sergio cardell,albufereta,alacant / alicante,3540.0,tram_stop
458,servicios sociales,0.0,0.0,0.0,0.0,0.0,0.0,38.10795900000002,-0.7882140000000043,calle antimo illescas,centro,almoradi,03160,pedestrian
459,seu universitaria ciutat d'alacant / sede universitaria ciudad de alicante,0.0,0.0,0.0,0.0,0.0,4.0,38.3416092,-0.487079,avinguda del doctor gadea / avenida doctor gadea,nostra senyora de gracia,alacant / alicante,3001.0,university
460,sip and wonder,0.0,0.0,0.0,0.0,0.0,4.0,38.3476979,-0.4874669,carrer del poeta campos vassallo / calle poeta campos vassallo,nostra senyora de gracia,alacant / alicante,3004.0,cafe
461,smile & co hostal,0.0,0.0,0.0,0.0,0.0,3.0,38.3429579,-0.4867299,carrer de rafael terol / calle rafael terol,raval de sant francesc,alacant / alicante,3001.0,hotel
462,sociedad musical,1.0,1.0,0.0,0.0,0.0,1.0,38.71541899999998,-0.6571539999999992,carrer major,desconocido,desconocido,03450,house
463,soda bar,0.0,0.0,0.0,0.0,0.0,4.0,38.3465326,-0.4862873,carrer del metge pascual perez / calle medico pascual perez,nostra senyora de gracia,alacant / alicante,3001.0,bar
464,sotelo 10,0.0,0.0,0.0,0.0,0.0,3.0,38.3436028,-0.4886034,placa de calvo sotelo / plaza de calvo sotelo,nostra senyora de gracia,alacant / alicante,3001.0,cafe
465,spar,0.0,0.0,0.0,0.0,0.0,4.0,38.3574482,-0.4824449,carrer de montero rios / calle montero rios,les carolines altes,alacant / alicante,3012.0,supermarket
466,sukiya,0.0,0.0,0.0,4.0,0.0,4.0,38.3484319,-0.487625,carrer del poeta quintana / calle poeta quintana,nostra senyora de gracia,alacant / alicante,3001.0,restaurant
467,suma,0.0,0.0,0.0,0.0,0.0,4.0,38.3469514,-0.4843385,carrer de saragossa / calle zaragoza,raval de sant francesc,alacant / alicante,3001.0,supermarket
468,suma gestion tributaria,0.0,0.0,0.0,0.0,0.0,4.0,38.3432968,-0.5097687,carrer de l'astronom comas sola / calle astronomo comas sola,la florida baixa,alacant / alicante,3007.0,government
469,supercor,0.0,0.0,0.0,0.0,0.0,4.0,38.3479677,-0.4845536,avinguda alfons el savi / avenida alfonso el sabio,nostra senyora de gracia,alacant / alicante,3004.0,supermarket
470,svaps,0.0,0.0,0.0,0.0,0.0,2.0,38.3460037,-0.4880084,carrer del metge pascual perez / calle medico pascual perez,nostra senyora de gracia,alacant / alicante,3001.0,e-cigarette
471,taberna la vendimia,0.0,0.0,0.0,0.0,0.0,3.0,38.3609616,-0.4895266,carrer de llinares / calle llinares,altossano,alacant / alicante,3010.0,restaurant
472,taberna rincon de miguel 2,0.0,0.0,0.0,0.0,0.0,4.0,38.3571926,-0.4788917,carrer de sant mateu / calle san mateo,les carolines baixes,alacant / alicante,3013.0,restaurant
473,taller ocupacional (antigua casa medico),0.0,0.0,1.0,0.0,0.0,0.0,38.72128200000003,-0.6554739999999974,passeig font del cavaller,la mallaeta,desconocido,03450,service
474,talleres d&d eurotaller,0.0,0.0,0.0,0.0,0.0,4.0,38.3383915,-0.5197594,carrer de la rosa dels vents / calle rosa de los vientos,ciutat d'assis,alacant / alicante,3008.0,car_repair
475,tapis,1.0,0.0,0.0,0.0,0.0,1.0,38.38990699999999,-0.7715910000000019,calle botanico pere cabanillas,desconocido,novelda,03660,social_facility
476,teatre auditori,0.0,0.0,0.0,0.0,0.0,0.0,38.51158899999998,-0.2308070000000028,carrer de la doctora damiana zaragoza,desconocido,la vila joiosa / villajoyosa,03570,theatre
477,teatret,0.0,0.0,1.0,0.0,1.0,0.0,38.54248900000002,-0.5067860000000034,carrer de sant francesc,barri de l'almarx,desconocido,03100,place_of_worship
478,teatro cortes,0.0,0.0,0.0,0.0,0.0,0.0,38.11081200000001,-0.7894020000000048,calle comunidad valenciana,centro,almoradi,03160,theatre
479,teatro municipal cardenal belluga,0.0,0.0,1.0,0.0,0.0,0.0,38.11259999999999,-0.7216150000000013,rojales,desconocido,desconocido,03078,theatre
480,teatro principal,1.0,1.0,0.0,0.0,1.0,1.0,38.71582099999998,-0.6573279999999966,carrer felip v,desconocido,desconocido,03450,residential
481,teatro wagner,1.0,0.0,0.0,0.0,1.0,1.0,38.34333500000003,-0.7711860000000027,calle miguel de unamuno,desconocido,aspe,03680,theatre
482,tedi,0.0,0.0,0.0,0.0,0.0,4.0,38.3404801,-0.490889,carrer d'italia / calle italia,raval de sant francesc,alacant / alicante,3003.0,variety_store
483,telepizza,0.0,0.0,0.0,0.0,0.0,4.0,38.3445308,-0.5094853,avinguda d'oriola / avenida de orihuela,la florida baixa,alacant / alicante,3007.0,fast_food
